neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,availability_365
1,1,210,2,4,0
1,1,220,5,46,92
4,0,68,2,1,39
0,1,135,3,5,0
1,1,130,2,133,21
1,0,110,3,0,0
0,1,140,3,0,0
2,0,60,1,0,0
1,1,400,2,3,180
0,1,200,4,71,230
0,1,76,30,7,310
0,1,200,2,9,0
0,2,25,30,10,332
0,0,90,1,0,0
1,0,799,2,1,365
0,0,45,3,31,0
1,1,800,5,0,88
1,0,176,3,123,17
0,0,85,6,7,19
0,0,21,5,4,0
0,1,129,2,73,82
0,1,135,3,0,0
0,0,145,4,0,0
1,0,113,3,131,12
0,1,199,3,1,0
4,1,86,2,86,171
2,1,95,2,9,212
1,0,100,2,14,0
1,1,199,3,3,0
1,0,146,3,104,7
0,1,150,4,73,228
1,0,98,2,76,46
0,1,25,2,50,6
0,1,130,2,51,83
1,1,200,2,3,0
2,1,94,1,18,173
1,1,150,5,8,0
0,0,85,4,4,8
0,0,110,1,77,39
1,1,60,1,124,86
1,0,48,30,7,342
1,0,110,1,1,0
0,0,60,2,37,90
0,1,72,1,15,1
1,1,120,4,22,0
1,0,58,4,131,115
1,1,150,3,2,0
2,0,40,2,20,0
1,1,1200,1,36,354
1,1,89,30,11,261
0,0,55,4,3,0
2,1,150,5,2,0
0,0,99,1,230,353
2,0,38,1,69,0
1,1,500,3,21,365
1,1,142,30,9,342
1,0,114,1,40,324
0,1,175,2,21,313
1,1,350,2,5,0
1,0,60,5,1,0
0,0,75,1,0,0
2,1,85,30,0,280
1,0,100,2,4,0
0,0,60,3,21,0
4,0,80,30,0,365
1,0,85,3,16,9
0,0,36,7,8,0
1,0,150,1,56,272
1,1,330,2,124,317
0,0,54,1,18,241
0,0,35,3,0,0
0,0,53,1,18,360
0,1,175,2,44,3
0,0,48,1,10,240
0,0,39,3,23,137
2,0,70,1,8,302
0,0,29,60,13,51
1,1,120,20,4,0
2,1,125,3,42,348
1,1,100,4,62,80
4,0,79,3,73,69
0,0,70,20,3,275
0,0,95,3,14,0
0,1,77,2,51,5
0,0,75,1,3,0
0,1,210,4,0,0
1,0,80,2,152,105
2,1,120,2,78,135
0,1,175,2,71,68
0,0,82,2,0,0
0,0,114,1,2,0
0,0,93,2,34,34
1,0,55,6,0,0
1,1,199,30,16,150
1,1,387,1,0,0
0,1,150,7,0,0
0,0,58,1,1,0
0,1,185,8,2,59
1,0,90,3,7,0
2,0,50,1,5,0
1,1,189,2,1,0
0,0,50,5,5,0
1,1,240,3,4,7
0,1,131,2,20,0
0,0,80,1,1,0
1,1,225,10,14,11
1,1,139,30,2,134
2,0,109,1,5,356
2,1,165,2,32,55
1,0,45,2,1,0
0,0,50,1,35,5
1,1,90,30,5,154
3,0,55,3,6,88
0,1,130,5,1,0
1,1,190,15,0,0
0,1,150,2,34,3
1,0,75,2,45,183
2,0,30,15,31,142
0,1,150,1,179,0
2,0,75,1,50,61
0,0,30,7,0,0
1,1,110,7,1,0
0,0,64,1,87,42
0,1,135,2,29,82
0,0,55,1,8,0
0,1,165,1,3,0
1,0,132,1,14,326
0,1,120,4,0,0
0,0,60,3,0,0
0,0,169,1,34,364
1,1,119,3,0,0
1,0,120,3,0,0
1,0,77,3,30,90
1,1,200,1,26,317
0,0,85,2,68,69
1,1,400,3,17,334
1,1,200,1,12,206
2,0,30,15,0,0
1,0,80,3,110,11
0,2,68,3,0,0
0,1,108,3,3,0
1,0,75,2,3,0
1,1,91,2,2,0
3,1,51,4,29,15
2,0,60,1,305,341
1,1,120,14,1,188
0,1,110,30,1,0
0,1,149,2,9,0
1,1,160,7,1,0
0,1,90,7,2,0
0,1,250,3,64,72
1,1,74,27,1,0
0,1,230,31,2,0
0,0,90,1,2,0
0,1,200,3,6,0
0,0,49,4,3,0
0,2,100,2,0,364
1,0,37,5,0,0
0,0,47,7,2,12
1,1,127,3,0,0
2,0,250,2,14,1
1,1,250,3,1,0
0,1,360,1,2,0
1,1,200,4,25,352
0,0,50,7,1,0
2,1,85,2,99,56
0,0,40,5,2,0
1,0,85,4,20,12
0,0,85,9,6,10
2,1,239,3,12,266
0,1,700,4,3,89
0,0,60,7,6,62
2,0,87,3,3,343
0,0,50,8,1,2
0,0,85,2,4,0
0,0,80,1,12,5
1,0,90,1,32,0
2,0,69,1,25,156
1,1,128,1,6,0
2,1,200,1,46,152
1,1,220,28,2,365
0,0,35,7,5,0
2,1,110,30,0,0
1,1,300,3,0,0
0,1,135,7,2,0
0,0,40,2,0,0
0,0,150,2,2,0
0,0,35,15,0,0
0,0,38,21,13,26
0,0,70,2,52,62
1,0,350,3,1,0
1,0,50,2,1,0
1,0,68,5,0,0
2,0,95,1,2,0
1,0,80,3,6,58
1,1,150,1,21,0
0,1,53,12,17,32
1,0,54,5,8,332
2,1,99,3,0,0
2,0,53,1,9,0
0,1,135,2,77,61
0,1,525,2,1,189
1,0,50,2,3,0
0,0,200,2,0,189
0,0,200,2,1,189
1,1,99,4,2,0
0,1,145,30,0,29
1,0,129,13,0,0
0,0,80,2,4,10
2,1,150,1,150,255
2,1,120,1,134,249
1,1,90,20,0,0
0,1,123,30,5,343
1,1,250,1,29,358
1,0,100,2,5,135
0,1,100,28,0,0
1,1,250,3,31,295
1,1,98,30,8,145
4,0,60,2,3,364
1,1,165,6,5,0
1,0,100,3,1,0
1,0,40,10,1,0
0,0,37,1,93,2
1,0,75,2,121,3
0,0,39,2,9,79
0,0,29,1,139,2
0,0,80,3,2,0
1,0,100,1,19,0
2,0,40,5,8,6
1,0,45,5,40,45
0,1,55,3,53,243
4,0,30,4,11,0
2,0,48,1,510,341
0,0,49,1,1,90
0,1,135,5,13,159
1,1,200,5,8,19
1,1,850,3,0,180
0,1,300,2,11,9
0,0,70,3,1,0
1,1,225,4,8,0
0,0,80,2,17,353
0,0,50,3,3,0
0,1,110,2,91,48
1,0,54,3,1,0
0,1,125,3,22,0
4,0,125,1,0,0
0,0,40,7,0,0
0,1,115,5,47,91
2,0,60,3,5,0
0,0,30,2,61,26
0,0,150,2,0,0
3,0,55,2,30,61
1,0,79,2,19,244
1,1,425,30,0,179
0,1,85,3,7,20
1,0,80,1,47,0
3,0,55,2,64,348
1,0,66,3,78,55
0,1,135,3,14,0
0,1,140,4,47,5
1,0,52,7,3,326
0,1,130,3,0,0
1,1,130,2,77,9
1,1,585,3,7,0
0,0,35,1,7,0
0,0,55,14,4,0
2,1,60,3,101,47
0,0,43,1,1,0
0,2,36,30,2,365
1,1,166,2,4,0
0,0,150,3,43,67
0,1,97,12,0,120
1,1,250,3,53,220
0,2,28,1,103,133
0,1,179,31,59,198
1,1,97,1,4,0
1,0,120,2,2,0
0,1,350,3,17,129
2,0,65,30,79,0
0,0,63,1,10,0
1,1,151,7,2,0
1,0,70,2,8,0
1,0,95,4,0,0
1,1,198,5,10,0
0,0,60,7,0,0
1,0,100,1,1,0
0,1,140,5,3,7
0,0,49,25,61,0
1,0,799,3,3,365
1,0,85,30,2,0
1,1,250,3,36,36
0,0,58,7,0,0
1,0,100,2,2,0
0,1,110,2,0,0
1,0,55,2,7,0
1,1,65,4,2,0
1,1,75,1,17,253
0,0,55,3,0,0
1,1,190,2,45,112
1,0,70,1,178,146
1,0,85,2,57,56
0,0,57,2,151,0
0,2,25,1,3,0
0,0,97,30,9,263
0,0,80,30,15,342
0,1,180,5,0,0
1,1,215,2,18,68
0,1,89,2,9,0
0,0,97,30,13,332
0,0,97,30,7,97
1,0,120,7,0,0
0,0,50,7,0,362
1,1,350,4,33,346
1,1,159,3,11,0
0,0,150,2,37,0
0,1,70,2,5,0
1,1,300,6,0,0
0,0,44,6,0,0
0,0,84,3,10,4
1,0,300,1,2,0
0,0,30,3,2,0
1,1,245,7,0,0
0,0,76,3,163,53
1,1,130,4,2,0
0,0,124,2,71,70
1,1,160,90,2,125
0,0,45,2,85,171
2,0,33,1,333,139
2,0,45,1,255,175
0,1,200,2,46,234
1,0,130,2,2,0
1,0,95,4,15,244
2,0,45,1,306,155
0,0,100,1,0,0
0,1,117,2,88,349
0,1,220,6,7,5
0,1,100,3,72,302
1,0,155,1,0,0
0,1,450,2,0,0
0,0,31,7,2,89
2,1,99,4,1,0
1,1,900,30,0,362
0,0,38,4,4,0
1,0,90,5,0,0
2,0,33,3,2,0
4,1,125,7,0,89
0,1,170,3,37,258
1,0,35,15,0,0
2,0,40,5,0,0
0,0,68,2,4,0
2,0,65,4,20,0
0,2,37,1,47,354
0,1,92,7,15,281
0,0,125,2,3,0
0,1,71,1,124,64
0,0,40,8,11,0
1,1,110,3,7,9
4,1,47,26,3,37
0,0,45,2,37,158
1,0,50,1,8,0
0,0,60,2,1,0
0,0,60,1,1,0
1,0,55,3,24,81
4,0,58,3,84,75
1,1,200,10,4,48
0,0,50,2,5,206
0,0,55,7,0,0
0,1,180,3,0,0
2,0,50,1,2,0
1,1,129,7,11,188
1,1,255,2,1,0
1,1,177,1,46,31
0,0,50,2,2,0
0,0,49,2,34,29
0,1,325,2,67,250
2,0,30,15,22,145
1,1,109,2,2,0
0,1,100,6,55,59
1,1,280,4,23,17
1,1,149,2,2,0
1,1,2590,1,8,361
1,1,400,2,0,0
1,1,220,4,1,0
1,0,147,4,30,28
0,0,50,4,0,0
0,0,105,3,4,0
0,1,175,4,2,0
0,1,60,3,5,0
4,0,55,3,74,84
1,0,65,1,73,34
1,0,59,2,11,29
1,0,165,3,0,0
1,1,100,2,1,0
1,0,50,60,13,0
1,1,145,2,5,0
1,1,100,3,3,0
0,1,150,4,4,0
0,0,59,5,1,0
0,0,45,1,4,0
0,1,170,3,2,0
1,1,120,6,1,0
1,2,32,14,0,342
1,0,68,30,20,15
1,0,105,2,85,117
0,0,65,2,2,0
0,1,100,7,0,0
1,1,95,4,0,0
1,0,39,4,0,0
0,1,75,2,68,232
0,1,125,1,112,221
0,1,100,3,5,8
2,0,48,1,52,0
1,1,149,10,9,19
0,0,40,1,0,0
1,1,290,2,5,0
0,0,120,1,7,89
0,0,45,1,8,0
1,1,119,2,0,0
0,1,95,4,68,0
1,0,45,4,22,0
1,1,400,2,26,10
0,1,130,2,168,203
0,0,80,4,46,272
4,0,45,14,18,332
1,0,100,2,1,0
0,1,80,2,0,0
1,0,65,4,0,0
1,0,200,4,2,39
0,0,45,15,3,0
1,0,60,2,119,198
1,1,132,4,10,26
2,0,119,1,0,0
2,1,60,3,63,50
0,0,38,1,3,0
0,1,50,4,0,0
1,1,240,3,15,45
0,1,285,4,0,102
0,1,120,4,9,291
1,1,499,1,0,0
0,1,119,3,6,0
2,1,225,7,1,0
1,0,110,1,0,0
2,1,79,3,2,0
0,0,85,28,14,0
1,1,200,30,1,342
1,1,150,30,3,350
1,1,190,4,0,0
1,1,215,5,7,0
0,0,67,1,2,0
1,0,79,3,21,46
0,1,139,2,93,217
1,1,105,1,142,11
0,1,250,2,0,0
0,2,50,2,1,0
4,0,60,2,53,169
1,0,75,15,3,0
4,0,50,2,63,110
1,1,190,1,86,236
1,1,230,5,14,9
1,1,80,2,4,0
1,0,100,3,0,0
0,1,199,2,1,0
1,1,190,1,0,0
0,0,64,2,3,0
0,1,225,3,0,0
2,0,35,1,0,0
1,0,70,2,9,0
0,0,60,3,0,0
0,1,264,2,2,0
1,0,100,1,36,0
1,1,135,5,9,0
1,0,85,1,84,359
1,0,85,1,113,360
0,0,55,7,2,0
1,1,295,2,43,66
0,0,28,1,7,0
2,0,45,1,2,0
0,0,120,1,2,0
0,0,90,3,5,0
1,0,89,1,138,34
0,0,50,30,2,0
0,0,50,3,0,0
1,1,150,3,2,0
1,2,40,1,0,0
1,0,99,1,6,0
0,1,225,1,0,0
1,1,65,3,14,0
0,1,280,1,133,359
1,0,100,7,0,0
1,1,120,4,2,0
1,0,70,7,1,0
1,0,100,3,5,0
0,0,55,2,0,0
1,1,150,7,0,0
2,0,50,15,92,356
1,1,95,8,3,0
0,1,140,7,4,0
1,1,180,2,24,0
1,1,200,5,2,0
0,0,74,29,17,0
1,0,95,1,75,19
0,1,114,4,41,0
1,1,205,30,0,357
1,1,279,30,1,358
0,0,80,3,0,0
0,0,31,21,5,0
1,1,299,2,0,0
0,0,80,2,3,0
4,0,50,3,61,22
0,1,190,4,26,145
1,0,90,2,3,0
0,1,399,3,31,290
1,0,79,1,0,0
1,1,110,3,79,257
0,1,85,2,1,0
1,0,105,2,35,327
1,2,89,1,2,88
1,1,200,3,1,0
0,0,63,3,19,160
0,0,50,1,0,0
2,1,95,4,63,101
0,0,58,1,16,8
1,0,120,4,5,0
1,1,180,8,1,0
1,0,150,3,2,8
1,0,65,7,4,0
1,0,50,3,5,0
1,0,105,8,1,0
0,1,70,3,3,66
1,0,53,1,165,120
1,0,50,6,4,0
1,1,205,3,102,117
0,1,72,6,0,0
1,1,142,4,12,151
0,0,52,2,123,332
0,0,117,2,3,285
1,1,230,6,9,0
2,1,75,3,90,72
0,1,89,3,69,0
0,2,30,30,4,365
2,0,80,3,0,89
0,1,200,3,73,329
0,2,38,30,0,365
2,1,89,1,2,42
0,0,41,7,7,0
0,0,75,1,3,108
0,0,90,3,36,50
1,1,135,1,1,0
4,0,40,1,1,0
0,0,93,2,7,146
2,1,100,3,93,12
0,1,350,1,82,152
1,0,125,1,0,0
2,0,70,2,0,0
1,1,150,3,4,0
1,1,300,4,1,0
1,0,86,1,42,24
1,1,180,3,49,1
4,1,135,6,8,250
1,0,100,10,8,0
0,1,179,30,32,326
0,1,116,1,55,0
2,0,115,2,24,19
0,0,60,2,1,0
0,1,137,3,5,266
1,1,190,9,5,0
0,0,45,5,0,0
1,1,150,3,2,0
0,1,165,2,92,127
1,0,599,3,0,365
1,1,275,1,81,258
0,0,60,2,8,0
0,0,33,5,2,0
1,1,125,2,10,0
0,0,41,1,7,45
0,0,89,3,0,0
1,0,85,1,70,344
2,0,85,2,0,0
0,1,150,2,7,37
0,1,150,2,30,0
0,1,143,2,8,38
1,1,400,3,0,0
0,0,36,6,1,0
1,0,75,1,91,188
4,1,110,7,0,40
1,1,200,5,1,0
1,1,150,5,1,0
1,1,350,4,0,0
1,0,87,3,1,0
1,0,50,3,0,0
1,1,130,2,1,0
0,1,120,2,105,22
1,1,100,2,68,9
2,0,55,1,28,159
1,0,120,5,0,0
0,0,59,30,1,0
0,1,100,5,10,0
0,1,100,1,37,44
0,1,375,5,3,22
1,1,105,2,1,0
0,1,165,3,33,305
0,1,150,4,78,29
1,1,96,4,0,0
0,0,70,3,0,0
1,0,72,25,11,323
0,1,225,7,8,0
1,1,200,3,3,0
1,1,145,1,51,0
0,2,22,5,1,0
0,1,60,4,11,0
1,0,90,1,8,0
0,0,80,3,0,0
1,1,190,3,0,0
0,1,128,4,17,9
1,1,83,30,0,325
0,1,50,4,1,0
1,1,300,2,9,105
1,0,200,1,2,0
0,0,59,1,1,0
0,0,85,2,3,0
1,0,77,1,6,0
1,0,113,1,7,0
0,0,54,5,12,21
2,0,50,4,125,11
1,1,450,1,0,0
2,0,40,1,255,154
0,0,100,3,0,2
0,2,45,2,0,88
4,1,115,5,7,7
1,1,119,7,0,0
0,1,218,30,25,342
1,0,35,5,0,0
1,1,120,3,15,15
1,0,119,7,11,0
0,1,100,3,75,36
0,0,69,1,6,83
1,1,190,2,24,0
1,1,110,10,0,0
1,1,120,1,30,35
0,1,140,3,13,141
0,0,75,4,7,253
1,1,85,5,0,0
1,1,200,30,0,365
2,2,110,1,5,56
1,0,599,3,2,365
1,0,38,3,1,0
1,1,375,2,30,38
0,1,90,2,108,144
1,0,999,3,1,365
2,0,57,5,0,0
1,1,200,2,0,0
0,1,260,3,17,309
1,0,99,2,0,0
0,0,98,1,3,0
1,0,79,1,20,151
1,1,175,2,7,0
1,0,200,1,20,0
1,0,50,3,0,0
0,0,60,7,5,0
1,1,125,4,17,0
1,0,60,15,1,159
0,1,100,4,48,6
1,1,225,4,10,0
0,1,110,3,147,88
0,1,195,4,7,0
0,0,55,3,13,0
0,1,55,2,5,0
1,1,99,30,3,220
4,0,100,6,0,365
1,0,85,1,108,356
2,0,100,3,56,42
1,0,69,2,41,180
4,0,46,4,43,135
1,0,165,1,1,0
1,1,75,5,0,0
2,0,40,2,2,0
4,1,130,5,0,89
0,1,115,2,124,275
1,1,349,3,76,71
1,1,259,2,116,1
0,1,137,3,3,0
0,0,40,10,0,0
1,1,160,3,40,124
0,1,200,2,1,0
1,0,52,14,4,0
1,1,160,5,14,92
1,1,200,2,3,0
1,1,550,2,4,0
1,0,100,5,2,0
0,1,175,5,6,0
1,1,275,2,4,0
2,1,100,4,14,17
0,0,60,2,29,0
1,1,99,30,2,132
0,1,56,20,3,0
1,0,100,2,0,40
1,1,180,3,46,0
0,0,45,1,8,0
0,0,48,2,1,0
1,0,115,1,9,172
1,0,50,14,33,22
0,0,135,1,50,29
0,1,200,2,0,0
1,0,80,2,94,167
0,0,80,1,0,0
1,1,95,3,0,0
1,0,87,1,269,65
0,0,83,4,0,0
0,1,171,3,77,244
1,0,225,2,2,0
1,1,100,30,26,250
0,0,60,2,56,42
0,0,85,2,22,36
1,0,185,2,0,0
0,1,249,5,18,54
0,0,35,2,1,0
1,1,100,4,2,0
0,1,159,5,12,0
1,0,895,2,0,365
1,1,196,3,90,186
1,0,40,3,2,0
1,0,95,7,2,0
2,0,55,6,23,0
0,1,122,7,43,146
2,0,100,3,0,90
2,0,55,3,13,36
1,0,90,2,77,68
1,0,75,1,81,158
0,1,200,1,4,0
0,0,70,2,0,177
0,1,136,4,4,0
2,0,50,2,47,90
0,0,210,2,0,0
0,1,95,3,0,0
0,0,45,2,5,0
0,1,69,1,0,0
4,1,150,4,84,93
2,0,40,3,1,0
0,0,90,1,30,244
0,0,80,1,27,342
1,0,25,2,102,99
1,0,40,6,6,0
1,1,220,8,15,14
2,0,81,1,3,179
1,0,85,1,3,0
0,2,31,4,114,0
0,1,130,3,8,0
1,1,91,1,0,0
0,0,75,2,25,0
0,1,73,2,48,2
0,1,56,4,3,0
0,1,175,1,17,0
1,0,47,2,0,0
1,0,80,7,0,0
0,1,125,2,8,185
1,0,69,4,0,0
0,1,75,1,82,179
0,0,69,2,10,0
0,0,60,2,15,0
0,0,80,1,1,66
0,0,60,2,27,0
2,1,225,1,69,329
0,1,185,4,0,0
2,2,120,1,0,365
2,0,80,3,23,244
0,0,55,4,43,58
0,0,36,1,18,154
2,0,55,2,34,59
1,2,55,2,36,88
0,0,80,2,5,0
0,1,149,1,39,75
0,0,41,1,0,0
0,1,95,4,0,156
0,1,350,30,2,156
0,0,35,3,11,79
1,0,50,1,105,25
0,2,50,1,197,19
0,1,100,2,36,0
0,1,150,2,2,0
0,0,55,1,0,0
1,1,190,1,4,337
4,1,60,90,5,94
1,1,80,1,1,0
0,1,380,3,11,22
0,1,125,2,103,185
1,1,235,2,123,235
1,0,67,1,6,9
1,1,232,5,5,13
2,0,40,1,128,145
1,0,96,1,87,83
1,1,225,3,0,0
1,0,120,5,11,134
0,1,120,30,77,0
2,0,72,1,10,175
0,0,90,3,3,5
2,0,65,1,9,365
1,0,66,3,0,0
0,0,41,10,3,0
0,0,30,1,13,268
0,1,175,4,14,0
2,1,100,2,91,65
2,0,100,1,34,87
0,0,65,3,91,294
1,0,70,1,11,0
2,0,73,1,0,0
0,0,80,2,35,88
0,1,160,4,68,16
2,0,69,1,0,0
1,1,180,5,33,35
0,1,199,2,122,70
1,1,159,2,0,0
1,0,60,2,2,0
0,0,49,2,38,9
0,1,94,3,28,11
1,1,77,47,5,188
0,0,56,1,69,87
0,0,47,3,2,0
2,0,89,1,220,319
0,1,95,3,4,0
0,0,60,2,14,3
0,1,125,2,111,255
0,1,11,2,113,261
0,0,29,1,0,0
1,0,80,1,139,0
0,0,75,2,75,275
1,1,175,3,15,0
1,0,85,1,148,46
0,1,123,7,0,0
1,1,144,2,2,0
0,0,99,2,6,364
1,1,899,30,6,89
1,0,141,1,41,334
1,0,50,1,98,350
0,0,75,2,0,0
0,0,50,7,7,348
2,0,70,1,0,0
0,1,50,3,0,0
0,0,40,7,0,0
2,0,35,1,131,294
0,1,169,2,54,259
0,1,78,10,0,0
0,0,119,4,18,0
0,1,115,2,80,68
1,0,115,2,27,363
1,1,200,2,6,0
0,1,93,2,37,222
0,1,160,30,36,53
1,0,100,1,1,156
0,0,65,4,10,0
1,0,64,1,103,364
0,1,95,1,85,0
0,1,220,2,17,167
0,0,70,2,38,0
2,1,125,5,0,0
0,1,225,2,64,337
0,0,54,12,0,0
2,1,184,2,51,300
0,1,175,4,6,337
0,0,69,2,90,106
0,1,175,7,4,89
1,0,91,1,4,0
1,0,122,3,19,0
0,1,150,7,0,0
1,1,250,5,10,198
0,0,49,2,0,0
1,0,75,1,0,0
0,1,125,3,4,0
1,0,120,3,14,36
1,1,233,2,92,219
1,1,220,3,56,256
0,0,32,7,0,0
1,1,105,1,124,0
1,1,165,3,4,0
0,1,175,7,17,0
1,1,75,2,0,0
1,0,200,1,0,0
0,0,100,5,4,0
2,0,90,2,9,0
0,1,109,90,1,35
0,1,95,2,13,0
0,0,60,7,0,0
0,0,75,2,0,0
0,1,175,30,3,321
0,0,46,3,4,72
1,0,50,7,0,0
1,1,98,30,4,0
0,0,95,5,65,60
2,0,34,3,1,0
2,0,79,3,26,144
1,1,130,30,6,335
1,1,100,7,0,0
1,0,75,2,80,305
1,0,61,30,2,121
2,1,99,4,50,60
1,1,110,5,9,0
1,0,99,2,21,3
0,0,42,13,22,267
0,0,50,1,1,0
0,1,82,2,80,28
0,1,206,2,13,116
1,1,120,3,0,0
0,1,69,1,7,0
1,1,164,3,20,0
1,1,95,3,4,0
1,1,160,45,5,311
0,1,150,5,12,26
0,0,75,3,59,77
0,1,130,2,21,0
1,1,95,2,4,0
1,1,199,2,0,0
0,1,150,2,112,195
0,1,550,3,1,15
0,1,250,4,42,126
0,0,150,2,0,0
1,1,200,30,0,164
1,1,100,1,145,9
0,0,68,30,13,64
1,1,140,30,2,125
1,0,99,1,109,168
1,0,97,2,144,73
1,1,500,3,0,6
1,0,75,1,110,34
0,1,150,3,25,64
0,1,80,2,72,337
0,1,98,1,122,127
0,1,165,1,108,130
0,1,125,3,9,0
2,1,300,2,0,0
1,1,124,28,12,38
1,0,100,1,226,32
2,0,33,1,16,361
0,1,275,2,119,65
2,0,60,7,0,0
1,0,30,2,1,0
4,1,71,90,10,310
1,0,158,1,132,238
1,1,100,1,65,1
0,0,70,1,2,0
0,0,77,1,2,0
1,0,90,2,3,0
1,0,210,5,2,365
0,1,250,3,57,258
1,0,175,1,0,0
0,1,116,31,99,295
1,1,190,30,1,365
2,0,65,3,1,362
1,0,68,1,0,0
1,1,200,2,45,159
0,0,55,3,2,0
0,0,89,2,35,139
0,1,125,3,6,0
0,1,197,30,1,342
1,2,50,1,36,23
0,0,37,1,1,0
1,1,189,3,29,63
4,1,80,7,0,0
1,0,39,4,75,52
0,1,123,1,0,0
1,0,60,3,51,0
0,0,74,3,0,0
0,0,45,4,3,0
1,0,175,1,0,0
0,1,135,4,76,76
0,0,30,3,16,57
4,1,60,2,105,131
0,0,52,2,101,329
0,1,144,2,12,0
0,1,75,60,1,358
4,0,73,3,14,138
1,0,119,9,53,15
0,1,170,2,154,235
1,0,135,6,2,0
1,0,25,3,34,139
0,0,35,3,52,0
1,1,103,2,15,0
0,0,50,2,82,35
1,0,55,5,2,24
1,0,99,3,79,107
4,0,43,3,36,365
1,0,75,1,99,156
1,0,117,3,67,99
1,1,195,3,9,0
1,0,100,6,5,0
0,0,34,30,6,280
0,0,44,3,7,0
0,1,210,4,88,20
1,1,150,7,10,43
0,1,84,3,65,132
1,1,69,2,2,0
0,0,39,180,0,179
1,0,88,1,99,112
0,0,33,2,90,308
1,0,98,1,102,81
1,0,60,2,90,14
0,1,75,3,72,19
0,1,100,2,109,216
1,1,115,7,11,0
0,1,200,5,31,291
1,1,130,2,56,0
0,2,28,30,3,365
1,1,230,1,27,189
1,1,179,30,0,287
0,1,190,2,15,162
1,0,100,1,66,334
1,0,100,20,0,0
0,1,1000,1,1,365
0,0,55,2,1,0
0,0,85,1,171,215
0,0,55,3,0,0
0,0,50,9,0,0
0,0,95,5,66,25
0,1,139,2,41,29
0,0,100,7,1,0
2,1,120,2,2,0
0,0,30,2,54,179
1,0,174,2,100,145
2,0,53,1,392,71
4,0,79,3,86,78
1,0,173,3,4,87
0,0,55,4,1,0
4,0,60,3,101,83
1,0,120,4,0,0
1,0,130,3,7,0
0,0,80,7,0,0
0,0,50,30,5,126
0,2,20,30,1,365
0,1,120,4,7,0
0,0,66,12,9,11
1,1,250,7,0,0
0,1,110,30,9,319
1,1,155,2,3,3
0,0,200,7,0,0
2,0,85,5,3,88
1,1,130,2,4,0
1,0,64,3,0,0
1,1,200,4,72,109
1,1,130,2,0,0
1,1,170,5,29,0
0,2,22,30,0,365
0,2,28,30,0,365
0,2,27,30,0,365
0,0,30,7,2,0
0,0,300,3,4,0
0,0,40,3,6,0
0,1,280,2,41,343
1,0,60,3,10,8
1,1,200,5,48,71
0,0,35,28,5,326
1,1,170,2,0,0
1,1,995,4,20,290
0,1,140,2,54,267
1,1,399,3,51,336
0,1,75,1,12,0
0,0,65,7,2,173
0,0,32,30,1,124
0,2,26,30,2,365
0,1,100,1,68,364
1,0,98,2,0,0
1,1,149,3,8,0
0,0,85,1,16,7
1,0,640,2,0,0
1,0,325,2,0,268
1,1,125,30,7,204
2,0,32,5,47,266
2,1,47,11,27,212
1,0,130,3,18,0
1,1,249,2,7,363
1,1,360,5,23,3
0,0,40,4,1,0
1,0,55,1,48,365
0,0,800,1,43,55
2,1,88,3,2,0
2,1,175,1,60,317
1,0,200,1,8,0
1,1,200,5,0,45
1,1,190,5,8,81
3,1,75,2,103,73
1,1,210,3,0,0
1,1,224,4,29,0
1,1,200,1,0,0
1,1,120,1,9,0
0,0,55,30,11,249
2,1,106,2,93,34
0,1,68,3,0,0
0,0,60,1,0,0
4,1,84,3,114,63
1,0,195,1,9,9
2,1,175,4,12,42
0,0,53,5,1,0
0,0,55,5,6,87
0,0,47,1,10,173
1,0,53,1,39,0
1,0,110,7,0,0
1,0,95,1,3,0
0,1,148,2,23,3
1,1,459,1,61,173
1,1,350,3,85,208
1,0,90,1,200,272
0,1,120,1,5,0
0,1,91,10,26,12
0,1,170,3,5,66
1,0,73,1,0,0
1,0,60,30,7,246
2,1,90,5,14,1
0,0,70,3,0,0
1,1,135,2,1,0
1,0,91,1,49,111
1,0,52,30,16,237
2,1,400,2,9,4
0,1,239,3,0,0
1,1,12,300,0,0
0,1,150,2,33,80
1,0,65,1,133,43
0,1,220,3,8,0
1,1,110,5,22,7
2,0,44,1,14,0
0,0,75,4,0,0
0,0,65,1,9,0
0,0,40,3,34,0
0,1,175,2,35,325
0,1,77,3,4,0
0,0,59,2,155,60
1,0,85,5,8,0
0,1,240,3,84,237
1,2,49,1,11,304
0,0,49,1,13,0
4,0,45,5,46,174
1,1,150,19,0,0
0,0,80,2,25,68
0,0,99,2,7,0
0,0,45,1,41,22
1,0,59,2,66,6
0,0,82,1,21,89
1,1,110,6,5,0
1,0,95,3,2,83
0,0,58,2,3,0
1,0,69,2,70,0
0,0,50,2,9,0
0,0,60,5,18,66
1,0,73,2,1,0
3,0,100,3,0,362
0,1,139,5,13,0
2,0,55,6,69,253
1,0,48,30,5,341
1,0,63,2,0,0
1,0,97,1,121,127
1,0,99,1,125,119
1,1,175,14,8,310
1,1,159,8,33,8
1,1,153,2,4,3
1,1,243,1,41,8
0,0,98,13,14,145
2,0,60,2,43,90
2,1,100,3,2,200
2,1,80,50,2,8
2,0,45,14,70,281
1,0,125,1,1,0
2,0,30,1,74,358
1,1,140,2,0,0
2,0,47,3,29,126
0,1,99,4,16,86
0,1,150,1,1,0
1,0,45,30,4,275
